758e4bb3-adbb-4a2c-8e7b-e23793a4483e,0,1,1,1,0,15,l1,0,0.853886781360576
cfc9984c-cbbf-4090-994b-da5cd1c0fcb8,0,1,1,0,0,10,l2,0,0.8676565948997815
3d687018-db71-467f-9e37-26863b464911,1,1,1,0,0,5,l2,0,0.8672069703725889
7a683082-425d-48b6-a7c4-61745a5735ef,1,1,0,0,1,16,l1,0,0.8551387641010283
48969d60-7704-4416-8e6a-217fe1952644,1,0,0,1,0,19,l2,0,0.8527253114150388
3cd48813-2939-4a3c-8224-01076c2e3123,1,0,0,0,1,2,l2,0,0.8654722527259215
f9a9f6fb-5a3c-46f9-853f-eafcb4475c82,1,1,0,1,0,1,l2,0,0.849765731589631
58f413fa-e1e4-4f33-a478-0045eef5a4c0,0,1,1,0,1,9,l2,0,0.8641241001408716
4a4caf36-98d1-4308-8d39-7c6f82ea3882,0,1,1,0,1,4,l1,0,0.8647307355273813
49f5a8dc-79a6-4313-8e8d-d1520462d6cf,0,1,1,1,0,14,l1,0,0.853677137754706
8b3f3dde-f34c-4e56-bc1b-dfe0cd996516,0,1,1,0,0,9,l2,0,0.8686901711534836
5dbdaea8-90be-4e4b-bb49-bfbd660b75f8,0,0,0,0,0,7,l2,0,0.8686981021152927
d30d0b2c-b85d-44a3-be17-6c835cab5942,0,0,0,0,1,6,l2,0,0.8665453728661277
66e80b3a-288a-470e-954e-c03f44f7023a,0,0,0,0,0,12,l2,0,0.8672459596463791
e29bb87a-4d5d-4866-8d2b-eb98051dfa88,0,0,0,0,0,7,l1,0,0.861441604827349
6034c1b3-48c4-4a1b-b215-4d4aba9c6f8f,1,1,0,0,1,3,l2,0,0.8553502379288543
2195af8c-8c0c-4b07-bd25-831127e3b8db,0,0,0,0,0,13,l2,0,0.866826672434639
d1297ccb-87f9-422e-8ac2-7b2e8363f82e,0,1,1,0,0,8,l2,0,0.8687949929564185
96122128-add1-46af-a397-b452a3a4adf5,0,1,1,0,0,7,l2,0,0.8685874568788614
eeeff9ff-9d9e-48ea-9582-c8a8f9c2fb1d,0,1,1,0,0,11,l2,0,0.8675537142413454
0302385d-0702-4c5b-83b9-e9e7adf1c394,0,1,1,0,0,7,l2,0,0.8685874568788614
29ad4547-e3cf-48b6-84df-6ce9854c20f4,0,0,0,0,0,17,l2,0,0.8650620057014187
df3c61ce-646e-434e-a10d-831b368361cf,0,1,1,0,0,9,l2,0,0.8686901711534836
61eb2adb-2137-417a-8f71-cdb02de04225,0,0,0,0,0,5,l2,0,0.8689237740285958
a329ed77-0a0b-4f14-b042-14640f8eba79,0,1,1,0,0,4,l1,0,0.8673393009661353
9997ed00-36bd-4513-8172-c8163471d619,0,0,0,0,0,1,l2,0,0.8649212449946202
39433b16-45eb-4555-9d0d-87434d9fcd40,1,1,1,0,1,5,l2,0,0.8656457910441139
b27bf44b-7531-4227-806e-e942652a7701,0,0,0,0,0,11,l2,0,0.8675516067130322
267a2bdd-d857-4c32-ba27-705aeacdbc63,0,1,1,1,0,3,l1,0,0.8529738888334275
7ba979bf-3d93-4664-aa24-22f07b1a9cc9,0,1,1,0,0,8,l2,0,0.8687949929564185
46c63235-20c9-4b08-847c-ad6a962966a6,0,0,0,0,0,10,l1,0,0.8574507781216377
4c4761a0-5fbf-4968-a035-11815e6f8276,1,1,1,0,0,5,l2,0,0.8672069703725889
5bba6977-5da1-486f-be97-c2e87f8f8825,0,1,1,0,1,17,l2,0,0.8623350859095094
a0a7a2c6-aaa5-46eb-b5d6-7677e0c85a9c,1,1,0,1,0,13,l2,0,0.8555096336228412
5bea9df6-54d4-45b6-a4e6-afb7498c3239,0,0,0,0,0,6,l1,0,0.8630808181646756
9be698b3-ff6c-4d73-a5a1-bcc162f90b72,1,1,1,0,1,2,l2,0,0.8688059188268833
bd32bf83-f73f-4082-9044-36d84b6c5e73,1,1,0,0,1,2,l2,0,0.8542935897862522
dc502abf-362b-4ba8-9f77-cb4c3f17d287,1,1,1,0,1,1,l2,0,0.8677636906148438
1d581a64-f12d-4ec6-838f-3bf8bfacbc02,1,1,0,0,1,20,l1,0,0.855657049682207
1d7a650c-68d0-4eea-a223-95cf978648c5,1,1,1,0,1,4,l2,0,0.8676506050824709
3d607e65-2c7b-433f-b3b5-4e7385e8d841,1,0,0,0,1,2,l2,0,0.8654722527259215
d7d0b771-869b-472d-8fe7-ecaa15bdc5ea,1,1,1,0,1,3,l2,0,0.8675350237928854
04b67c2a-af3f-4b11-a8a4-5c5c00fe1cf4,1,0,0,0,1,5,l1,0,0.8657422936563398
3a37efe4-04eb-462b-91e2-0fde4305172d,1,1,1,0,1,2,l2,0,0.8688059188268833
0a06ad23-55fc-4e1c-87a2-9e0be8752b18,1,0,0,0,1,6,l2,0,0.8657625924816701
db5f8311-6c12-44ad-ac51-4ff4f93228af,1,1,0,0,1,1,l2,0,0.8503689283773141
3cbedfa6-415f-4622-a789-6e6bfc34caf4,1,1,1,0,1,10,l1,0,0.86177659090657
f5bb4db5-a98f-4711-bdc7-0255841fa59c,1,1,1,0,1,4,l2,0,0.8676506050824709
b2af9579-02be-4832-b856-66d397234664,1,0,0,0,1,15,l2,0,0.862758089026433
419c2e8e-cde5-4d1b-b281-313cd1d63a6b,1,1,0,0,1,8,l2,0,0.8558459507725755
7c73b9f4-e05a-4741-b258-dc2397a398c4,1,1,1,0,1,19,l1,0,0.8624867170255011
7e0bfe6b-6f69-46fc-a0de-28e25c8e0bc2,0,1,1,0,0,3,l2,0,0.8687259436735328
9e243d4f-896a-44e3-b97a-2842753a3096,0,0,0,0,1,6,l2,0,0.8665453728661277
60dc63df-33fe-4fb5-a37c-f415ee24b4f8,0,0,0,0,0,9,l2,0,0.8681620134659968
3ee63d69-05e2-46e2-8077-6f9dcd3302d4,1,1,1,1,0,12,l2,0,0.8508166672212795
fcb55465-7a86-4352-83fb-728b86f3bf2f,0,1,1,0,1,1,l1,0,0.8658887114128205
ec09b8a8-85ff-44ec-b724-952482004bca,0,0,0,0,0,8,l2,0,0.8681699444278059
278d34d7-ef9a-4c89-b8e3-73aafd1252bc,1,1,1,0,0,2,l2,0,0.8682731578538707
551510da-6940-4cd9-a63a-81e3c9e5cf7f,0,1,0,0,1,7,l2,0,0.854524585981609
eae5b3d6-2587-4d88-ba4f-41e482d767b8,0,1,1,0,0,10,l1,0,0.8570406420196777
14c9d4f5-393c-4a8f-a3fd-b377a7882462,1,0,0,0,0,5,l2,0,0.8661885350459773
b81cf865-a62c-4bd9-91bc-74ef6ed7720c,0,1,1,0,1,4,l2,0,0.8674614266857453
cf0d431c-71cf-4425-b7a5-20de82044091,1,0,0,0,0,3,l2,0,0.8659688529499849
78039a34-bc4e-4793-813d-e8f7452977b0,0,1,1,0,0,11,l1,0,0.8568387629918028
b97cfdf7-b937-459e-8738-e541bb33b2cb,0,1,0,0,1,6,l2,0,0.8552801903430834
27fb4674-0a19-414e-8270-41b3be7d84d8,1,1,1,0,1,2,l2,0,0.8688059188268833
781c47c9-d3e6-44dd-9e86-e1ddb71d74a3,1,1,1,0,1,4,l2,0,0.8676506050824709
01fd30f2-47f6-4c52-958f-3f922f39d04c,1,1,1,0,1,2,l2,0,0.8688059188268833
6a8fa4be-e69e-4a84-bca2-9f9568979b54,1,1,1,0,1,1,l2,0,0.8677636906148438
26695435-8ada-4f96-893c-b8763c0a0c30,1,1,1,0,1,3,l2,0,0.8675350237928854
1810e333-1867-48a2-82d1-4febc640c5e6,1,1,1,0,1,5,l2,0,0.8656457910441139
ac07603b-2525-4112-8bed-d42294f554c5,1,1,1,0,1,7,l2,0,0.8646247490377469
42040f69-7b98-422e-bd89-abe054ef03d7,1,1,1,0,1,2,l2,0,0.8688059188268833
8b546621-9d87-4c68-812e-4126f9b10dae,1,1,1,0,1,1,l2,0,0.8677636906148438
e4c6982a-ea2d-49a1-b29b-6394e628def3,1,1,1,0,0,4,l2,0,0.8683711024591527
900e6908-2914-4db3-a446-76298b52fb5a,1,1,1,0,1,9,l2,0,0.863594001308886
b9c1a40b-bab9-4e45-816a-ec7cbf4392a8,0,0,0,0,0,5,l2,0,0.8689237740285958
3d4a55df-5eea-4629-bdad-58a02c607932,0,0,0,0,0,7,l2,0,0.8686981021152927
e539e2ea-2bdd-4266-8b0d-a770ee335d94,0,0,0,0,0,13,l2,0,0.866826672434639
178def70-79b5-4746-a7e2-6642bf6322a3,0,0,0,0,0,6,l1,0,0.8630808181646756
44b646b9-015f-4efc-89c9-ddd4e5705c47,0,0,0,1,0,8,l2,0,0.8539091877142191
9a932fab-e697-4006-ac6f-aad844a2f85b,0,1,0,0,0,12,l2,0,0.857113739975375
5c9eef13-6faf-4769-886d-8aa521b7f212,0,0,0,0,0,5,l2,0,0.8689237740285958
